dataset_name,fold_id,model_name,model_display_name,epoch,train_loss,learning_rate,val_recording_accuracy,val_recording_balanced_accuracy,val_recording_macro_precision,val_recording_macro_recall,val_recording_macro_f1
CapgMyo_DBa_full_spatial,capgmyo_trial_fold1,SpatialRMSCNN,HD-sEMG Spatial RMS CNN,1,1.7620070894559225,0.0009992253243649143,0.4930555555555556,0.4930555555555556,0.6046866878242232,0.4930555555555556,0.47590361944510184
CapgMyo_DBa_full_spatial,capgmyo_trial_fold1,SpatialRMSCNN,HD-sEMG Spatial RMS CNN,2,1.4533947772449918,0.000996903824290561,0.6145833333333334,0.6145833333333333,0.7275393832746773,0.6145833333333333,0.59020648232344
CapgMyo_DBa_full_spatial,capgmyo_trial_fold1,SpatialRMSCNN,HD-sEMG Spatial RMS CNN,3,1.3076837831073338,0.000993043072027654,0.6284722222222222,0.6284722222222223,0.7265724355010069,0.6284722222222223,0.58024485813766
CapgMyo_DBa_full_spatial,capgmyo_trial_fold1,SpatialRMSCNN,HD-sEMG Spatial RMS CNN,4,1.2199011153644985,0.0009876556605476082,0.7083333333333334,0.7083333333333333,0.7745428562808379,0.7083333333333333,0.6732060242205832
CapgMyo_DBa_full_spatial,capgmyo_trial_fold1,SpatialRMSCNN,HD-sEMG Spatial RMS CNN,5,1.1492723292774625,0.000980759162466886,0.4097222222222222,0.40972222222222227,0.5648914518317504,0.40972222222222227,0.3744048025027268
CapgMyo_DBa_full_spatial,capgmyo_trial_fold1,SpatialRMSCNN,HD-sEMG Spatial RMS CNN,6,1.104652194182078,0.0009723760727287739,0.7604166666666666,0.7604166666666667,0.8195671633171633,0.7604166666666667,0.7477755271305491
CapgMyo_DBa_full_spatial,capgmyo_trial_fold1,SpatialRMSCNN,HD-sEMG Spatial RMS CNN,7,1.0472433421346876,0.0009625337352295535,0.78125,0.78125,0.842577989814832,0.78125,0.7834036619940394
CapgMyo_DBa_full_spatial,capgmyo_trial_fold1,SpatialRMSCNN,HD-sEMG Spatial RMS CNN,8,1.0139330764611563,0.0009512642536283948,0.7222222222222222,0.7222222222222222,0.7721646801835481,0.7222222222222222,0.709324787447684
CapgMyo_DBa_full_spatial,capgmyo_trial_fold1,SpatialRMSCNN,HD-sEMG Spatial RMS CNN,9,0.9735473288430108,0.0009386043866318938,0.7430555555555556,0.7430555555555556,0.7890943832199964,0.7430555555555556,0.7271991307796095
CapgMyo_DBa_full_spatial,capgmyo_trial_fold1,SpatialRMSCNN,HD-sEMG Spatial RMS CNN,10,0.9429614080323113,0.0009245954280948106,0.8055555555555556,0.8055555555555556,0.8506485129126639,0.8055555555555556,0.8010097995847922
CapgMyo_DBa_full_spatial,capgmyo_trial_fold1,SpatialRMSCNN,HD-sEMG Spatial RMS CNN,11,0.915652820136812,0.0009092830723280996,0.9027777777777778,0.9027777777777778,0.9090625185812117,0.9027777777777778,0.9025509777467322
CapgMyo_DBa_full_spatial,capgmyo_trial_fold1,SpatialRMSCNN,HD-sEMG Spatial RMS CNN,12,0.8832770195272234,0.0008927172650535637,0.8333333333333334,0.8333333333333334,0.8629838696830924,0.8333333333333334,0.8281620999298827
CapgMyo_DBa_full_spatial,capgmyo_trial_fold1,SpatialRMSCNN,HD-sEMG Spatial RMS CNN,13,0.8667664660347832,0.0008749520404912919,0.7534722222222222,0.7534722222222222,0.8276054897483469,0.7534722222222222,0.7395490441893497
CapgMyo_DBa_full_spatial,capgmyo_trial_fold1,SpatialRMSCNN,HD-sEMG Spatial RMS CNN,14,0.8317912512355381,0.0008560453451112639,0.6631944444444444,0.6631944444444444,0.7918168875714879,0.6631944444444444,0.6538049643303563
CapgMyo_DBa_full_spatial,capgmyo_trial_fold1,SpatialRMSCNN,HD-sEMG Spatial RMS CNN,15,0.8110298110379113,0.00083605884862401,0.8298611111111112,0.8298611111111112,0.8661402801023432,0.8298611111111112,0.829098081996009
CapgMyo_DBa_full_spatial,capgmyo_trial_fold1,SpatialRMSCNN,HD-sEMG Spatial RMS CNN,16,0.7916689435640971,0.0008150577428268327,0.8472222222222222,0.8472222222222222,0.8742602426812953,0.8472222222222222,0.8453787721291597
CapgMyo_DBa_full_spatial,capgmyo_trial_fold1,SpatialRMSCNN,HD-sEMG Spatial RMS CNN,17,0.7705085164970822,0.0007931105289617149,0.6631944444444444,0.6631944444444444,0.827391011380166,0.6631944444444444,0.6539128227116374
CapgMyo_DBa_full_spatial,capgmyo_trial_fold1,SpatialRMSCNN,HD-sEMG Spatial RMS CNN,18,0.7483254293600718,0.0007702887942785064,0.7951388888888888,0.7951388888888888,0.8542785881419632,0.7951388888888888,0.7832238288169461
CapgMyo_DBa_full_spatial,capgmyo_trial_fold1,SpatialRMSCNN,HD-sEMG Spatial RMS CNN,19,0.733359870645735,0.0007466669785321945,0.7777777777777778,0.7777777777777778,0.8275688045926355,0.7777777777777778,0.7746195244402928
CapgMyo_DBa_full_spatial,capgmyo_trial_fold1,SpatialRMSCNN,HD-sEMG Spatial RMS CNN,20,0.7115054984887441,0.0007223221311758956,0.8819444444444444,0.8819444444444444,0.8983071572927417,0.8819444444444444,0.8794956254848696
CapgMyo_DBa_full_spatial,capgmyo_trial_fold1,SpatialRMSCNN,HD-sEMG Spatial RMS CNN,21,0.6904268046220143,0.0006973336600415539,0.8159722222222222,0.8159722222222223,0.869057881773399,0.8159722222222223,0.7989720758950991
CapgMyo_DBa_full_spatial,capgmyo_trial_fold1,SpatialRMSCNN,HD-sEMG Spatial RMS CNN,22,0.6733492480383979,0.0006717830723280997,0.8715277777777778,0.8715277777777778,0.8998154273540513,0.8715277777777778,0.8736912498193685
CapgMyo_DBa_full_spatial,capgmyo_trial_fold1,SpatialRMSCNN,HD-sEMG Spatial RMS CNN,23,0.6566488954755995,0.000645753708741906,0.9236111111111112,0.9236111111111112,0.925614960234018,0.9236111111111112,0.9229220724979982
CapgMyo_DBa_full_spatial,capgmyo_trial_fold1,SpatialRMSCNN,HD-sEMG Spatial RMS CNN,24,0.637539224492179,0.0006193304716567287,0.9513888888888888,0.951388888888889,0.9535012734025892,0.951388888888889,0.951041811813361
