dataset_name,fold_id,model_name,model_display_name,class_id,class_name,precision,recall,f1,support
UCI_EMG_Data_for_Gestures,uci_subject_fold1,LSTMTransformer,LSTM-Transformer,0,Rest,0.9534282018111255,0.9735799207397622,0.9633986928104575,757
UCI_EMG_Data_for_Gestures,uci_subject_fold1,LSTMTransformer,LSTM-Transformer,1,Fist,0.7285180572851806,0.7970027247956403,0.7612231620039037,734
UCI_EMG_Data_for_Gestures,uci_subject_fold1,LSTMTransformer,LSTM-Transformer,2,WristFlexion,0.67578125,0.6929238985313751,0.6842452208305867,749
UCI_EMG_Data_for_Gestures,uci_subject_fold1,LSTMTransformer,LSTM-Transformer,3,WristExtension,0.8293460925039873,0.6887417218543046,0.7525325615050651,755
UCI_EMG_Data_for_Gestures,uci_subject_fold1,LSTMTransformer,LSTM-Transformer,4,RadialDeviation,0.6984866123399301,0.7947019867549668,0.7434944237918215,755
UCI_EMG_Data_for_Gestures,uci_subject_fold1,LSTMTransformer,LSTM-Transformer,5,UlnarDeviation,0.7016248153618907,0.6274768824306473,0.6624825662482566,757
UCI_EMG_Data_for_Gestures,uci_subject_fold1,FeatureExtraTrees,Feature ExtraTrees,0,Rest,0.9686684073107049,0.9801849405548216,0.9743926460932371,757
UCI_EMG_Data_for_Gestures,uci_subject_fold1,FeatureExtraTrees,Feature ExtraTrees,1,Fist,0.8475274725274725,0.840599455040872,0.8440492476060192,734
UCI_EMG_Data_for_Gestures,uci_subject_fold1,FeatureExtraTrees,Feature ExtraTrees,2,WristFlexion,0.7240437158469946,0.7076101468624834,0.7157326130992573,749
UCI_EMG_Data_for_Gestures,uci_subject_fold1,FeatureExtraTrees,Feature ExtraTrees,3,WristExtension,0.7854137447405329,0.7417218543046358,0.7629427792915532,755
UCI_EMG_Data_for_Gestures,uci_subject_fold1,FeatureExtraTrees,Feature ExtraTrees,4,RadialDeviation,0.7347876004592423,0.847682119205298,0.7872078720787208,755
UCI_EMG_Data_for_Gestures,uci_subject_fold1,FeatureExtraTrees,Feature ExtraTrees,5,UlnarDeviation,0.667144906743185,0.6142668428005285,0.6396148555708391,757
UCI_EMG_Data_for_Gestures,uci_subject_fold1,DeepFeatureFusion,LSTM-Transformer + Feature Fusion,0,Rest,0.9686684073107049,0.9801849405548216,0.9743926460932371,757
UCI_EMG_Data_for_Gestures,uci_subject_fold1,DeepFeatureFusion,LSTM-Transformer + Feature Fusion,1,Fist,0.8475274725274725,0.840599455040872,0.8440492476060192,734
UCI_EMG_Data_for_Gestures,uci_subject_fold1,DeepFeatureFusion,LSTM-Transformer + Feature Fusion,2,WristFlexion,0.7240437158469946,0.7076101468624834,0.7157326130992573,749
UCI_EMG_Data_for_Gestures,uci_subject_fold1,DeepFeatureFusion,LSTM-Transformer + Feature Fusion,3,WristExtension,0.7854137447405329,0.7417218543046358,0.7629427792915532,755
UCI_EMG_Data_for_Gestures,uci_subject_fold1,DeepFeatureFusion,LSTM-Transformer + Feature Fusion,4,RadialDeviation,0.7347876004592423,0.847682119205298,0.7872078720787208,755
UCI_EMG_Data_for_Gestures,uci_subject_fold1,DeepFeatureFusion,LSTM-Transformer + Feature Fusion,5,UlnarDeviation,0.667144906743185,0.6142668428005285,0.6396148555708391,757
UCI_EMG_Data_for_Gestures,uci_subject_fold2,LSTMTransformer,LSTM-Transformer,0,Rest,0.9532237673830595,0.9856209150326798,0.9691516709511568,765
UCI_EMG_Data_for_Gestures,uci_subject_fold2,LSTMTransformer,LSTM-Transformer,1,Fist,0.8335809806835067,0.7342931937172775,0.7807933194154488,764
UCI_EMG_Data_for_Gestures,uci_subject_fold2,LSTMTransformer,LSTM-Transformer,2,WristFlexion,0.7613776137761378,0.7766624843161857,0.768944099378882,797
UCI_EMG_Data_for_Gestures,uci_subject_fold2,LSTMTransformer,LSTM-Transformer,3,WristExtension,0.8847736625514403,0.8012422360248447,0.8409387222946545,805
UCI_EMG_Data_for_Gestures,uci_subject_fold2,LSTMTransformer,LSTM-Transformer,4,RadialDeviation,0.7696629213483146,0.8425584255842559,0.8044627128596594,813
UCI_EMG_Data_for_Gestures,uci_subject_fold2,LSTMTransformer,LSTM-Transformer,5,UlnarDeviation,0.8205714285714286,0.8681983071342201,0.8437132784958872,827
UCI_EMG_Data_for_Gestures,uci_subject_fold2,FeatureExtraTrees,Feature ExtraTrees,0,Rest,0.9694267515923567,0.9947712418300654,0.9819354838709677,765
UCI_EMG_Data_for_Gestures,uci_subject_fold2,FeatureExtraTrees,Feature ExtraTrees,1,Fist,0.7695961995249406,0.8481675392670157,0.8069738480697385,764
UCI_EMG_Data_for_Gestures,uci_subject_fold2,FeatureExtraTrees,Feature ExtraTrees,2,WristFlexion,0.8920634920634921,0.7051442910915935,0.7876664330763841,797
UCI_EMG_Data_for_Gestures,uci_subject_fold2,FeatureExtraTrees,Feature ExtraTrees,3,WristExtension,0.8085365853658537,0.8236024844720496,0.816,805
